Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2020-02-04,21:05,Ligue 1,Matchweek 23,Tue,Away,W,2,1,Nantes,635,718,88.4,10918,3615,313,333,94.0,242,258,93.8,69,106,65.1,2,2.5,15,41,17,2,52
2020-02-09,21:00,Ligue 1,Matchweek 24,Sun,Home,W,4,2,Lyon,701,784,89.4,11555,3183,350,374,93.6,287,311,92.3,51,76,67.1,2,0.9,9,36,17,3,38
2020-02-12,18:30,Coupe de France,Quarter-finals,Wed,Away,W,6,1,Dijon,,,,,,,,,,,,,,,2,,,,,,
2020-02-15,17:30,Ligue 1,Matchweek 25,Sat,Away,D,4,4,Amiens,758,844,89.8,13647,3985,345,372,92.7,315,338,93.2,86,115,74.8,3,2.4,14,49,14,2,45
2020-02-18,21:00,Champions Lg,Round of 16,Tue,Away,L,1,2,de Dortmund,561,635,88.3,9163,2817,294,317,92.7,218,236,92.4,40,68,58.8,1,1.3,8,36,5,0,33
2020-02-23,21:00,Ligue 1,Matchweek 26,Sun,Home,W,4,3,Bordeaux,565,639,88.4,9400,2799,297,317,93.7,210,226,92.9,51,77,66.2,3,3.4,20,45,19,3,40
2020-02-29,17:30,Ligue 1,Matchweek 27,Sat,Home,W,4,0,Dijon,719,807,89.1,13332,3530,281,304,92.4,339,360,94.2,80,110,72.7,3,4.0,19,36,14,4,56
2020-03-04,21:10,Coupe de France,Semi-finals,Wed,Away,W,5,1,Lyon,,,,,,,,,,,,,,,1,,,,,,
2020-03-11,21:00,Champions Lg,Round of 16,Wed,Home,W,2,0,de Dortmund,476,555,85.8,8666,2369,209,225,92.9,193,211,91.5,60,95,63.2,2,1.0,5,27,4,0,29
2020-07-24,21:10,Coupe de France,Final,Fri,Home,W,1,0,Saint-Étienne,,,,,,,,,,,,,,,0,,,,,,
2020-07-31,21:10,Coupe de la Ligue,Final stage,Fri,Home,W,0 (6),0 (5),Lyon,,,,,,,,,,,,,,,0,,,,,,
2020-08-12,21:00,Champions Lg,Quarter-finals,Wed,Neutral,W,2,1,it Atalanta,507,582,87.1,9567,3325,203,217,93.5,218,240,90.8,72,103,69.9,2,1.9,12,30,10,0,44
2020-08-18,20:00 (21:00),Champions Lg,Semi-finals,Tue,Away,W,3,0,de RB Leipzig,617,690,89.4,10532,3269,292,313,93.3,254,266,95.5,47,75,62.7,3,2.4,11,30,8,3,30
2020-08-23,20:00 (21:00),Champions Lg,Final,Sun,Home,L,0,1,de Bayern Munich,276,367,75.2,5022,2149,123,147,83.7,103,120,85.8,38,77,49.4,0,1.7,8,11,9,0,23
2018-04-15,20:45,La Liga,Matchweek 32,Sun,Away,W,2,1,Málaga,592,674,87.8,11412,3477,225,251,89.6,286,312,91.7,74,101,73.3,1,2.1,11,48,18,3,60
2018-04-18,21:30,La Liga,Matchweek 33,Wed,Home,D,1,1,Athletic Club,527,639,82.5,10590,3357,226,256,88.3,214,249,85.9,85,122,69.7,1,1.8,27,57,21,8,49
2018-04-25,20:45,Champions Lg,Semi-finals,Wed,Away,W,2,1,de Bayern Munich,,,,,,,,,,,,,,,2,,,,,,
2018-04-28,18:30,La Liga,Matchweek 35,Sat,Home,W,2,1,Leganés,503,590,85.3,9569,2781,234,261,89.7,181,197,91.9,81,117,69.2,0,0.5,7,31,7,2,29
2018-05-01,20:45,Champions Lg,Semi-finals,Tue,Home,D,2,2,de Bayern Munich,,,,,,,,,,,,,,,1,,,,,,
2018-05-06,20:45,La Liga,Matchweek 36,Sun,Away,D,2,2,Barcelona,500,565,88.5,9412,2583,223,237,94.1,198,227,87.2,69,87,79.3,2,2.0,15,42,10,3,37
2018-05-09,21:30,La Liga,Matchweek 34,Wed,Away,L,2,3,Sevilla,615,703,87.5,11049,2929,282,312,90.4,259,284,91.2,66,91,72.5,1,0.6,8,50,12,3,44
2018-05-12,20:45,La Liga,Matchweek 37,Sat,Home,W,6,0,Celta Vigo,592,672,88.1,10538,3401,318,354,89.8,188,210,89.5,74,94,78.7,5,1.6,13,53,14,3,43
2018-05-19,20:45,La Liga,Matchweek 38,Sat,Away,D,2,2,Villarreal,611,673,90.8,11070,3156,298,312,95.5,241,262,92.0,68,89,76.4,1,0.5,9,43,5,1,41
2018-05-26,21:45 (20:45),Champions Lg,Final,Sat,Neutral,W,3,1,eng Liverpool,,,,,,,,,,,,,,,2,,,,,,
